Ticker,Bloomberg,MySQL,Name,Sector,Industry_Group,Industry,Sub_Industry,Description
CINF,CINF UW,CINF_UW,Cincinnati Financial Corp,Financials,Insurance,Insurance,Property & Casualty Insurance,"Cincinnati Financial Corporation, through its subsidiaries, offers property and casualty and life insurance. The Company markets a variety of insurance products and provides leasing and financing services."
CL,CL UN,CL_UN,Colgate-Palmolive,Consumer Staples,Household & Personal Products,Household Products,Household Products,"Colgate-Palmolive Company is a consumer products company that markets its products throughout the world. The Company's products include toothpaste, toothbrushes, shampoos, deodorants, bar and liquid soaps, dishwashing liquid, and laundry products, as well as pet nutrition products for cats and dogs."
CLF,CLF UN,CLF_UN,Cleveland-Cliffs Inc.,Materials,Materials,Metals & Mining,Steel,"Cleveland-Cliffs Inc. manufactures custom-made pellets and hot briquetted iron (HBI); flat-rolled carbon steel, stainless, electrical, plate, tinplate and long steel products; as well as carbon and stainless steel tubing, hot and cold stamping and tooling.  The Company is headquartered in Cleveland, Ohio with employees spanning across the US and Canada."
CLH,CLH UN,CLH_UN,Clean Harbors Inc,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,"Clean Harbors, Inc. provides a variety of environmental remediation and industrial waste management services to customers in the United States and Puerto Rico. The Company's services include treatment and disposal of hazardous and non-hazardous solid and liquid waste, surface remediation, groundwater restoration, and waste packaging, as well as analytical testing and consulting."
CLVT,CLVT UN,CLVT_UN,Clarivate Plc,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,"Clarivate PLC is a provider of proprietary and comprehensive information, analytics, professional services, and workflow solutions. The Company offers scientific and academic research, biopharma, medtech, IP intelligence, consulting, and data products and services. Clarivate serves customers worldwide."
CLX,CLX UN,CLX_UN,Clorox,Consumer Staples,Household & Personal Products,Household Products,Household Products,"The Clorox Company manufactures and markets consumer products sold primarily through grocery and other retail stores. The Company's principal products include household cleaning and bleach products, charcoal, cat litter, dressings and sauces, natural personal care, and trash bags. Clorox markets the majority of its products in North America and the LATAM countries."
CMA,CMA UN,CMA_UN,Comerica Inc,Financials,Banks,Banks,Diversified Banks,"Comerica Incorporated is the holding company for business, individual, and investment banks with operations in the United States, Canada, and Mexico. The Company subsidiaries provides services such as corporate banking, international finance, treasury management, community and private banking, small business and individual lending, investment services, and institutional trust."
CMCSA,CMCSA UW,CMCSA_UW,Comcast A Corp,Communication Services,Media & Entertainment,Media,Cable & Satellite,"Comcast Corporation provides media and television broadcasting services. The Company offers video streaming, television programming, high-speed Internet, cable television, and communication services. Comcast serves customers worldwide."
CME,CME UW,CME_UW,CME Group Inc Class A,Financials,Financial Services,Capital Markets,Financial Exchanges & Data,"CME Group Inc. operates a derivatives exchange that trades futures contracts and options on futures, interest rates, stock indexes, foreign exchange, and commodities. The Company brings together buyers and sellers of derivatives products on its trading floors, electronic trading platform, and through privately negotiated transactions that it clears."
CMG,CMG UN,CMG_UN,Chipotle Mexican Grill Inc,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants,"Chipotle Mexican Grill, Inc. owns and operates Mexican restaurants. The Company offers burritos, burrito bowls, quesadillas, tacos, and salads. Chipotle Mexican Grill serves customers in the United States."
CMI,CMI UN,CMI_UN,Cummins Inc,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,"Cummins Inc. designs, manufactures, distributes, and services diesel and natural gas engines. The Company also manufactures electric power generation systems and engine-related component products, including filtration and exhaust aftertreatment, fuel systems, controls, and air handling systems."
CMS,CMS UN,CMS_UN,CMS Energy Corp,Utilities,Utilities,Multi-Utilities,Multi-Utilities,"CMS Energy Corporation is an energy company. The Company, through its subsidiaries, provides electricity and natural gas to its customers. CMS Energy also invests in and operates non-utility power generation plants in the United States and abroad."
CNA,CNA UN,CNA_UN,CNA Financial Corp,Financials,Insurance,Insurance,Property & Casualty Insurance,"CNA Financial Corporation operates as an insurance holding company. The Company, through its subsidiaries, provides commercial property and casualty coverages such as risk management, information services, warranty, and claims administration. CNA Financial serves clients throughout the United States."
CNC,CNC UN,CNC_UN,Centene Corp,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care,"Centene Corporation provides multi-line healthcare solutions to individuals across all states and internationally. Centene's specialty services include medicaid and medicare health plans, treatment compliance, and nurse triage."
CNM,CNM UN,CNM_UN,"Core & Main, Inc.",Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo,"Core & Main is a distributor of water, wastewater, storm drainage and fire protection products, and related services. The Company provides infrastructure solutions to municipalities, private water companies and professional contractors across municipal, non-residential and residential end markets, nationwide."
CNP,CNP UN,CNP_UN,Centerpoint Energy Inc,Utilities,Utilities,Multi-Utilities,Multi-Utilities,"CenterPoint Energy, Inc. is a public utility holding company. The Company, through its subsidiaries, conducts activities in electricity transmission and distribution, natural gas distribution, interstate pipeline and gathering operations, and power generation."
CNXC,CNXC UW,CNXC_UW,Concentrix Corporation,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S,Concentrix Corporation provides technology infused solutions. The Company offers digital customer experience (CX) solutions. Concentrix serves customers in the United States.
COF,COF UN,COF_UN,Capital One Financial Corp,Financials,Financial Services,Consumer Finance,Consumer Finance,"Capital One Financial Corporation provides commercial banking services. The Bank accepts deposits and offers personal credit cards, investment products, loans, and online banking services. Capital One serves customers in the State of Virginia."
COHR,COHR UN,COHR_UN,Coherent Inc,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components,"Coherent Corp. designs engineered materials and optoelectronic components. The Company offers products to industrial, optical communications, military, life sciences, semiconductor equipment, and consumer markets. Coherent also manufactures semiconductor lasers and optics for high power industrial lasers, optical communications systems, datacenter connectivity, and 3D sensing."
COIN,COIN UW,COIN_UW,Coinbase Class A,Financials,Financial Services,Capital Markets,Financial Exchanges & Data,"Coinbase Global, Inc. provides financial solutions. The Company offers platform to buy and sell cryptocurrencies. Coinbase Global serves clients worldwide."
COLB,COLB UW,COLB_UW,Columbia Banking System Inc,Financials,Banks,Banks,Regional Banks,"Columbia Banking System, Inc. is the holding company for Columbia Bank, a full service commercial bank. The Bank serves small and medium-sized businesses, professionals, and other individuals through office in the Tacoma metropolitan area and contiguous parts of the Puget Sound region of Washington, as well as the Longview and Woodland communities in southwestern Washington."
